date,geography_code,geography_name,ssa_t1_desc,sex,ethnicity_group,notional_nvq_level,e_and_t_aims_enrolments,e_and_t_aims_ach
2021/22,E08000035,Leeds,"Health, Public Services and Care",Total,Asian/ Asian British,1,50,50
2021/22,E08000034,Kirklees,Science and Mathematics,Female,White,Total,180,130
2021/22,E08000035,Leeds,"Arts, Media and Publishing",Total,Mixed/ Multiple Ethnic Group,1,10,low
2021/22,E07000165,Harrogate,Total,Total,Total,2,1080,810
2021/22,E07000167,Ryedale,Retail and Commercial Enterprise,Total,Black/African/Caribbean/Black British,Total,low,low
2021/22,E07000168,Scarborough,"Business, Administration and Law",Male,White,1,20,20
2021/22,E08000035,Leeds,"Agriculture, Horticulture and Animal Care",Male,White,2,20,10
2021/22,E07000164,Hambleton,"History, Philosophy and Theology",Male,Other Ethnic Group,2,low,low
2021/22,E08000035,Leeds,Not Applicable/ Not Known,Male,Not Provided,3,low,low
2021/22,E07000164,Hambleton,"Arts, Media and Publishing",Total,White,1,10,low
2021/22,E07000165,Harrogate,Information and Communication Technology,Total,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000167,Ryedale,"Languages, Literature and Culture",Male,Black/African/Caribbean/Black British,3,low,low
2021/22,E08000036,Wakefield,Total,Male,Black/African/Caribbean/Black British,3,10,10
2021/22,E07000166,Richmondshire,"Construction, Planning and the Built Environment",Male,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E08000034,Kirklees,Not Applicable/ Not Known,Total,Not Provided,Not Assigned,low,low
2021/22,E07000168,Scarborough,"Health, Public Services and Care",Female,White,Total,510,340
2021/22,E08000032,Bradford,"Health, Public Services and Care",Total,Asian/ Asian British,4+,10,10
2021/22,E07000169,Selby,Information and Communication Technology,Total,Not Provided,4+,low,low
2021/22,E08000036,Wakefield,Not Applicable/ Not Known,Male,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E08000034,Kirklees,"History, Philosophy and Theology",Total,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000166,Richmondshire,"Languages, Literature and Culture",Male,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000164,Hambleton,Retail and Commercial Enterprise,Female,Mixed/ Multiple Ethnic Group,E,low,low
2021/22,E08000033,Calderdale,Science and Mathematics,Total,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000167,Ryedale,Engineering and Manufacturing Technologies,Female,Black/African/Caribbean/Black British,1,low,low
2021/22,E08000033,Calderdale,"Agriculture, Horticulture and Animal Care",Total,Black/African/Caribbean/Black British,E,low,low
2021/22,E08000032,Bradford,"Leisure, Travel and Tourism",Male,Black/African/Caribbean/Black British,Total,20,10
2021/22,E07000166,Richmondshire,Retail and Commercial Enterprise,Male,Black/African/Caribbean/Black British,Total,low,low
2021/22,E07000166,Richmondshire,Information and Communication Technology,Female,Total,Total,40,30
2021/22,E07000165,Harrogate,"Business, Administration and Law",Male,Total,4+,low,low
2021/22,E07000165,Harrogate,"Business, Administration and Law",Total,Not Provided,E,low,low
2021/22,E07000164,Hambleton,Preparation for Life and Work,Total,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E07000164,Hambleton,"Leisure, Travel and Tourism",Male,White,1,low,low
2021/22,E08000036,Wakefield,Education and Training,Female,Not Provided,4+,low,low
2021/22,E08000032,Bradford,Information and Communication Technology,Total,Total,Total,1420,980
2021/22,E07000167,Ryedale,Preparation for Life and Work,Total,Other Ethnic Group,4+,low,low
2021/22,E07000163,Craven,"Languages, Literature and Culture",Total,Asian/ Asian British,3,low,low
2021/22,E08000033,Calderdale,"Agriculture, Horticulture and Animal Care",Male,Total,3,low,low
2021/22,E07000163,Craven,Information and Communication Technology,Total,Not Provided,1,low,low
2021/22,E08000033,Calderdale,"Health, Public Services and Care",Total,Mixed/ Multiple Ethnic Group,Total,20,20
2021/22,E07000169,Selby,"Languages, Literature and Culture",Female,Not Provided,1,low,low
2021/22,E07000164,Hambleton,Science and Mathematics,Total,Not Provided,Not Assigned,low,low
2021/22,E08000035,Leeds,"Arts, Media and Publishing",Total,Other Ethnic Group,E,low,low
2021/22,E07000167,Ryedale,Preparation for Life and Work,Total,White,3,low,low
2021/22,E07000168,Scarborough,"Health, Public Services and Care",Total,Not Provided,E,low,low
2021/22,E08000033,Calderdale,"Business, Administration and Law",Total,Black/African/Caribbean/Black British,3,low,low
2021/22,E08000034,Kirklees,Education and Training,Female,White,4+,10,low
2021/22,E07000166,Richmondshire,"Arts, Media and Publishing",Female,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E08000033,Calderdale,Not Applicable/ Not Known,Female,Not Provided,3,low,low
2021/22,E07000165,Harrogate,"Business, Administration and Law",Total,Other Ethnic Group,3,low,low
2021/22,E07000165,Harrogate,"Construction, Planning and the Built Environment",Male,White,2,20,10
2021/22,E07000164,Hambleton,Retail and Commercial Enterprise,Female,Asian/ Asian British,E,low,low
2021/22,E08000033,Calderdale,Preparation for Life and Work,Male,Black/African/Caribbean/Black British,2,low,low
2021/22,E08000035,Leeds,"Business, Administration and Law",Female,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000164,Hambleton,Retail and Commercial Enterprise,Total,Not Provided,Not Assigned,low,low
2021/22,E07000169,Selby,Information and Communication Technology,Male,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E08000032,Bradford,Total,Total,Mixed/ Multiple Ethnic Group,E,150,120
2021/22,E07000164,Hambleton,"History, Philosophy and Theology",Male,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E08000034,Kirklees,Engineering and Manufacturing Technologies,Male,Mixed/ Multiple Ethnic Group,E,low,low
2021/22,E08000035,Leeds,Preparation for Life and Work,Total,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000169,Selby,"Construction, Planning and the Built Environment",Female,Other Ethnic Group,Total,low,low
2021/22,E08000033,Calderdale,"Construction, Planning and the Built Environment",Female,Black/African/Caribbean/Black British,Total,low,low
2021/22,E07000167,Ryedale,"Arts, Media and Publishing",Female,Total,4+,low,low
2021/22,E07000167,Ryedale,Social Sciences,Female,Other Ethnic Group,2,low,low
2021/22,E07000163,Craven,Science and Mathematics,Male,White,1,low,low
2021/22,E08000033,Calderdale,"Leisure, Travel and Tourism",Total,Black/African/Caribbean/Black British,2,low,low
2021/22,E08000032,Bradford,Science and Mathematics,Female,Asian/ Asian British,Not Assigned,low,low
2021/22,E08000034,Kirklees,Information and Communication Technology,Male,Asian/ Asian British,Total,110,80
2021/22,E08000033,Calderdale,"Health, Public Services and Care",Total,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E08000036,Wakefield,Science and Mathematics,Male,White,2,30,30
2021/22,E08000034,Kirklees,Retail and Commercial Enterprise,Male,Not Provided,Total,10,10
2021/22,E08000036,Wakefield,"Leisure, Travel and Tourism",Total,Black/African/Caribbean/Black British,4+,low,low
2021/22,E08000036,Wakefield,"Construction, Planning and the Built Environment",Male,White,1,120,120
2021/22,E07000165,Harrogate,Retail and Commercial Enterprise,Total,White,Not Assigned,low,low
2021/22,E07000164,Hambleton,"Agriculture, Horticulture and Animal Care",Male,Total,3,low,low
2021/22,E08000033,Calderdale,"Leisure, Travel and Tourism",Male,White,Total,40,30
2021/22,E07000164,Hambleton,"Arts, Media and Publishing",Female,Other Ethnic Group,E,low,low
2021/22,E07000169,Selby,Social Sciences,Total,White,4+,low,low
2021/22,E07000169,Selby,Retail and Commercial Enterprise,Total,Black/African/Caribbean/Black British,Total,low,low
2021/22,E07000164,Hambleton,Total,Male,Black/African/Caribbean/Black British,3,low,low
2021/22,E08000034,Kirklees,Information and Communication Technology,Male,Not Provided,1,low,low
2021/22,E07000165,Harrogate,Retail and Commercial Enterprise,Male,White,E,low,low
2021/22,E08000035,Leeds,Engineering and Manufacturing Technologies,Total,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000167,Ryedale,Social Sciences,Total,Asian/ Asian British,Total,low,low
2021/22,E08000033,Calderdale,Not Applicable/ Not Known,Total,Asian/ Asian British,1,low,low
2021/22,E07000164,Hambleton,"Health, Public Services and Care",Male,White,2,40,30
2021/22,E08000036,Wakefield,Engineering and Manufacturing Technologies,Female,Total,4+,low,low
2021/22,E08000035,Leeds,"Health, Public Services and Care",Total,Asian/ Asian British,Total,330,270
2021/22,E07000163,Craven,Information and Communication Technology,Female,Other Ethnic Group,2,low,low
2021/22,E07000164,Hambleton,Engineering and Manufacturing Technologies,Female,Other Ethnic Group,E,low,low
2021/22,E07000163,Craven,"Languages, Literature and Culture",Male,White,Not Assigned,low,low
2021/22,E07000164,Hambleton,"Business, Administration and Law",Female,Other Ethnic Group,1,low,low
2021/22,E07000166,Richmondshire,Total,Total,Other Ethnic Group,Total,210,190
2021/22,E08000033,Calderdale,"Construction, Planning and the Built Environment",Total,Asian/ Asian British,4+,low,low
2021/22,E07000165,Harrogate,"Languages, Literature and Culture",Male,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000165,Harrogate,Social Sciences,Total,Asian/ Asian British,1,low,low
2021/22,E08000034,Kirklees,Preparation for Life and Work,Male,Total,E,1610,1300
2021/22,E08000034,Kirklees,"History, Philosophy and Theology",Total,Other Ethnic Group,E,low,low
2021/22,E07000165,Harrogate,Retail and Commercial Enterprise,Total,Other Ethnic Group,1,low,low
2021/22,E07000168,Scarborough,"Agriculture, Horticulture and Animal Care",Male,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E08000032,Bradford,"Agriculture, Horticulture and Animal Care",Female,Not Provided,E,low,low
2021/22,E07000166,Richmondshire,Preparation for Life and Work,Female,Not Provided,3,low,low
2021/22,E08000034,Kirklees,Education and Training,Female,Other Ethnic Group,4+,low,low
2021/22,E07000163,Craven,Science and Mathematics,Male,Black/African/Caribbean/Black British,2,low,low
2021/22,E07000165,Harrogate,Engineering and Manufacturing Technologies,Male,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000167,Ryedale,Preparation for Life and Work,Total,Not Provided,E,low,low
2021/22,E07000165,Harrogate,"Business, Administration and Law",Total,White,3,10,low
2021/22,E08000033,Calderdale,Science and Mathematics,Female,Not Provided,1,low,low
2021/22,E07000166,Richmondshire,Information and Communication Technology,Male,White,1,low,low
2021/22,E08000034,Kirklees,"Languages, Literature and Culture",Male,Other Ethnic Group,1,low,low
2021/22,E07000167,Ryedale,Social Sciences,Total,Asian/ Asian British,Not Assigned,low,low
2021/22,E07000164,Hambleton,"Construction, Planning and the Built Environment",Male,Not Provided,2,low,low
2021/22,E07000163,Craven,Total,Total,Asian/ Asian British,4+,low,low
2021/22,E07000163,Craven,"Leisure, Travel and Tourism",Female,Not Provided,E,low,low
2021/22,E08000033,Calderdale,"Business, Administration and Law",Male,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E08000034,Kirklees,Engineering and Manufacturing Technologies,Total,White,1,20,10
2021/22,E08000032,Bradford,"History, Philosophy and Theology",Male,Not Provided,1,low,low
2021/22,E08000034,Kirklees,Retail and Commercial Enterprise,Total,Other Ethnic Group,E,low,low
2021/22,E07000167,Ryedale,Preparation for Life and Work,Total,White,4+,low,low
2021/22,E08000036,Wakefield,Science and Mathematics,Male,Other Ethnic Group,2,low,low
2021/22,E07000164,Hambleton,Science and Mathematics,Female,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E08000036,Wakefield,Science and Mathematics,Total,Total,3,10,10
2021/22,E08000032,Bradford,"Health, Public Services and Care",Total,Total,1,710,630
2021/22,E08000034,Kirklees,"Languages, Literature and Culture",Male,Black/African/Caribbean/Black British,2,10,10
2021/22,E07000168,Scarborough,"Construction, Planning and the Built Environment",Male,Other Ethnic Group,Not Assigned,low,low
2021/22,E08000034,Kirklees,Science and Mathematics,Female,Total,3,30,20
2021/22,E07000165,Harrogate,Engineering and Manufacturing Technologies,Male,Asian/ Asian British,1,low,low
2021/22,E07000165,Harrogate,Education and Training,Male,Other Ethnic Group,Total,low,low
2021/22,E08000036,Wakefield,Not Applicable/ Not Known,Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000164,Hambleton,"Agriculture, Horticulture and Animal Care",Total,Other Ethnic Group,E,low,low
2021/22,E08000034,Kirklees,Total,Female,Asian/ Asian British,4+,10,low
2021/22,E08000032,Bradford,"Arts, Media and Publishing",Male,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E07000168,Scarborough,Information and Communication Technology,Total,Black/African/Caribbean/Black British,2,low,low
2021/22,E07000164,Hambleton,"Business, Administration and Law",Male,Total,Not Assigned,low,low
2021/22,E08000036,Wakefield,Preparation for Life and Work,Male,Mixed/ Multiple Ethnic Group,Total,20,10
2021/22,E07000169,Selby,Retail and Commercial Enterprise,Total,Total,3,50,20
2021/22,E07000168,Scarborough,Education and Training,Total,Other Ethnic Group,2,low,low
2021/22,E07000168,Scarborough,Preparation for Life and Work,Total,Total,2,200,140
2021/22,E08000035,Leeds,Preparation for Life and Work,Male,Asian/ Asian British,3,low,low
2021/22,E07000165,Harrogate,Retail and Commercial Enterprise,Male,Other Ethnic Group,E,low,low
2021/22,E07000164,Hambleton,Total,Female,White,1,100,90
2021/22,E07000167,Ryedale,"Leisure, Travel and Tourism",Male,Total,E,low,low
2021/22,E08000034,Kirklees,"Agriculture, Horticulture and Animal Care",Male,Asian/ Asian British,4+,low,low
2021/22,E07000163,Craven,"History, Philosophy and Theology",Female,Asian/ Asian British,4+,low,low
2021/22,E08000036,Wakefield,"Construction, Planning and the Built Environment",Male,Asian/ Asian British,1,low,low
2021/22,E08000033,Calderdale,"History, Philosophy and Theology",Total,Other Ethnic Group,E,low,low
2021/22,E07000166,Richmondshire,"Business, Administration and Law",Female,Not Provided,4+,low,low
2021/22,E07000164,Hambleton,Retail and Commercial Enterprise,Female,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000168,Scarborough,"Health, Public Services and Care",Female,Total,4+,20,low
2021/22,E07000165,Harrogate,Not Applicable/ Not Known,Total,Total,Not Assigned,low,low
2021/22,E07000166,Richmondshire,Information and Communication Technology,Male,Asian/ Asian British,1,340,340
2021/22,E07000165,Harrogate,Engineering and Manufacturing Technologies,Male,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E07000164,Hambleton,"Health, Public Services and Care",Male,Black/African/Caribbean/Black British,1,low,low
2021/22,E08000032,Bradford,"Leisure, Travel and Tourism",Total,Total,2,160,120
2021/22,E07000168,Scarborough,Science and Mathematics,Male,Not Provided,2,low,low
2021/22,E07000167,Ryedale,"Agriculture, Horticulture and Animal Care",Male,Total,1,10,10
2021/22,E07000164,Hambleton,"Construction, Planning and the Built Environment",Total,Asian/ Asian British,Not Assigned,low,low
2021/22,E07000166,Richmondshire,Retail and Commercial Enterprise,Total,Total,Not Assigned,low,low
2021/22,E08000034,Kirklees,"History, Philosophy and Theology",Female,White,Total,low,low
2021/22,E07000166,Richmondshire,Preparation for Life and Work,Female,Black/African/Caribbean/Black British,1,low,low
2021/22,E08000033,Calderdale,Not Applicable/ Not Known,Female,Black/African/Caribbean/Black British,Total,low,low
2021/22,E07000169,Selby,Engineering and Manufacturing Technologies,Total,Not Provided,3,low,low
2021/22,E07000164,Hambleton,Engineering and Manufacturing Technologies,Total,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E07000169,Selby,"Languages, Literature and Culture",Female,Asian/ Asian British,Total,low,low
2021/22,E07000164,Hambleton,"Agriculture, Horticulture and Animal Care",Female,Other Ethnic Group,4+,low,low
2021/22,E08000036,Wakefield,Total,Male,Other Ethnic Group,3,low,low
2021/22,E07000165,Harrogate,"Business, Administration and Law",Female,Not Provided,Total,low,low
2021/22,E07000163,Craven,"Languages, Literature and Culture",Female,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E07000165,Harrogate,Total,Male,Not Provided,3,10,low
2021/22,E08000033,Calderdale,"Health, Public Services and Care",Male,White,E,low,low
2021/22,E08000035,Leeds,"Arts, Media and Publishing",Male,Black/African/Caribbean/Black British,2,low,low
2021/22,E07000167,Ryedale,"Languages, Literature and Culture",Female,Black/African/Caribbean/Black British,E,low,low
