Local Area,JobFunction Growth Rank,JobFunction Name,Job Growth Rank,Job Name,Skill Rank,Top 10 List of Skills Needed for the Job,Top 10 List of Skills Added by Members in Chamber Region occupied with the Job,"<--This job list contains ALL jobs that have been growing in demand from 2017 to 2021, categorized into Job Functions for readability"
York And North Yorkshire,6,Administrative,5,Executive Assistant,10,Executive Office Administration,Time Management,NA
York And North Yorkshire,7,Research,1,Ecologist,1,Ecology,Wildlife,NA
York And North Yorkshire,7,Research,1,Ecologist,2,Endangered Species,Biodiversity,NA
York And North Yorkshire,7,Research,1,Ecologist,3,Biodiversity,Ecology,NA
York And North Yorkshire,7,Research,1,Ecologist,4,Field Work,Field Work,NA
York And North Yorkshire,7,Research,1,Ecologist,5,Wildlife,NA,NA
York And North Yorkshire,7,Research,1,Ecologist,6,Environmental Impact Assessment,NA,NA
York And North Yorkshire,7,Research,1,Ecologist,7,Environmental Science,NA,NA
York And North Yorkshire,7,Research,1,Ecologist,8,Conservation Issues,NA,NA
York And North Yorkshire,7,Research,1,Ecologist,9,Environmental Awareness,NA,NA
York And North Yorkshire,7,Research,1,Ecologist,10,Environmental Policy,NA,NA
York And North Yorkshire,7,Research,2,Laboratory Assistant,1,Laboratory Skills,Laboratory Skills,NA
York And North Yorkshire,7,Research,2,Laboratory Assistant,2,Good Laboratory Practice (GLP),Good Laboratory Practice (GLP),NA
York And North Yorkshire,7,Research,2,Laboratory Assistant,3,Laboratory Technicians,Data Analysis,NA
York And North Yorkshire,7,Research,2,Laboratory Assistant,4,Microbiology,Research,NA
York And North Yorkshire,7,Research,2,Laboratory Assistant,5,Laboratory Safety,Microsoft Excel,NA
York And North Yorkshire,7,Research,2,Laboratory Assistant,6,Chemistry,Microsoft Office,NA
York And North Yorkshire,7,Research,2,Laboratory Assistant,7,Polymerase Chain Reaction (PCR),Teamwork,NA
York And North Yorkshire,7,Research,2,Laboratory Assistant,8,Laboratory Equipment,Communication,NA
York And North Yorkshire,7,Research,2,Laboratory Assistant,9,Laboratory Techniques,NA,NA
York And North Yorkshire,7,Research,2,Laboratory Assistant,10,Laboratory Information Management System (LIMS),NA,NA
York And North Yorkshire,7,Research,3,Business Analyst,1,Requirements Gathering,Business Analysis,NA
York And North Yorkshire,7,Research,3,Business Analyst,2,Business Analysis,Requirements Gathering,NA
York And North Yorkshire,7,Research,3,Business Analyst,3,Requirements Analysis,Requirements Analysis,NA
York And North Yorkshire,7,Research,3,Business Analyst,4,Business Requirements,Business Process Improvement,NA
York And North Yorkshire,7,Research,3,Business Analyst,5,Business Process Mapping,Business Process Mapping,NA
York And North Yorkshire,7,Research,3,Business Analyst,6,Agile Methodologies,Stakeholder Management,NA
York And North Yorkshire,7,Research,3,Business Analyst,7,User Acceptance Testing,Agile Methodologies,NA
York And North Yorkshire,7,Research,3,Business Analyst,8,Business Process,Project Delivery,NA
York And North Yorkshire,7,Research,3,Business Analyst,9,User Stories,Business Requirements,NA
York And North Yorkshire,7,Research,3,Business Analyst,10,Business Process Improvement,Business Process,NA
York And North Yorkshire,7,Research,4,Research Instructor,1,Molecular Biology,Science,NA
York And North Yorkshire,7,Research,4,Research Instructor,2,Cell Culture,Molecular Biology,NA
York And North Yorkshire,7,Research,4,Research Instructor,3,Science,Cell Culture,NA
York And North Yorkshire,7,Research,4,Research Instructor,4,Cell Biology,Scientific Writing,NA
York And North Yorkshire,7,Research,4,Research Instructor,5,Western Blotting,Western Blotting,NA
York And North Yorkshire,7,Research,4,Research Instructor,6,Scientific Writing,Life Sciences,NA
York And North Yorkshire,7,Research,4,Research Instructor,7,Biochemistry,Protein Purification,NA
York And North Yorkshire,7,Research,4,Research Instructor,8,Molecular Cloning,Protein Expression,NA
York And North Yorkshire,7,Research,4,Research Instructor,9,Polymerase Chain Reaction (PCR),Cell Biology,NA
York And North Yorkshire,7,Research,4,Research Instructor,10,Life Sciences,Biotechnology,NA
York And North Yorkshire,7,Research,5,Business Intelligence Manager,1,Customer Insight,Change Management,NA
York And North Yorkshire,7,Research,5,Business Intelligence Manager,2,Performance Management,Project Management,NA
York And North Yorkshire,7,Research,5,Business Intelligence Manager,3,Consumer Insight,Management,NA
York And North Yorkshire,7,Research,5,Business Intelligence Manager,4,Stakeholder Management,NA,NA
York And North Yorkshire,7,Research,5,Business Intelligence Manager,5,Business Intelligence (BI),NA,NA
York And North Yorkshire,7,Research,5,Business Intelligence Manager,6,Microsoft Power BI,NA,NA
York And North Yorkshire,7,Research,5,Business Intelligence Manager,7,Analytics,NA,NA
York And North Yorkshire,7,Research,5,Business Intelligence Manager,8,Market Segmentation,NA,NA
York And North Yorkshire,7,Research,5,Business Intelligence Manager,9,Data Visualization,NA,NA
York And North Yorkshire,7,Research,5,Business Intelligence Manager,10,Tableau,NA,NA
York And North Yorkshire,8,Healthcare Services,1,Physical Therapist,1,Physical Therapy,Physical Therapy,NA
York And North Yorkshire,8,Healthcare Services,1,Physical Therapist,2,Rehabilitation,Rehabilitation,NA
York And North Yorkshire,8,Healthcare Services,1,Physical Therapist,3,Manual Therapy,Musculoskeletal Physiotherapy,NA
York And North Yorkshire,8,Healthcare Services,1,Physical Therapist,4,Musculoskeletal Physiotherapy,Injury Prevention,NA
York And North Yorkshire,8,Healthcare Services,1,Physical Therapist,5,Sports Injuries,Exercise Prescription,NA
York And North Yorkshire,8,Healthcare Services,1,Physical Therapist,6,Musculoskeletal System,Manual Therapy,NA
York And North Yorkshire,8,Healthcare Services,1,Physical Therapist,7,Injury Prevention,Healthcare,NA
York And North Yorkshire,8,Healthcare Services,1,Physical Therapist,8,Exercise Prescription,Sports Injuries,NA
York And North Yorkshire,8,Healthcare Services,1,Physical Therapist,9,Sports Medicine,Musculoskeletal System,NA
York And North Yorkshire,8,Healthcare Services,1,Physical Therapist,10,Acupuncture,Pain Management,NA
York And North Yorkshire,8,Healthcare Services,2,Registered Nurse,1,Nursing,Nursing,NA
York And North Yorkshire,8,Healthcare Services,2,Registered Nurse,2,Patient Safety,Healthcare,NA
York And North Yorkshire,8,Healthcare Services,2,Registered Nurse,3,Basic Life Support (BLS),Basic Life Support (BLS),NA
York And North Yorkshire,8,Healthcare Services,2,Registered Nurse,4,Hospitals,Hospitals,NA
York And North Yorkshire,8,Healthcare Services,2,Registered Nurse,5,Acute Care,Patient Safety,NA
York And North Yorkshire,8,Healthcare Services,2,Registered Nurse,6,Healthcare,Acute Care,NA
York And North Yorkshire,8,Healthcare Services,2,Registered Nurse,7,Inpatient Care,Healthcare Management,NA
York And North Yorkshire,8,Healthcare Services,2,Registered Nurse,8,Healthcare Management,Clinical Research,NA
York And North Yorkshire,8,Healthcare Services,2,Registered Nurse,9,Medication Administration,Medication Administration,NA
York And North Yorkshire,8,Healthcare Services,2,Registered Nurse,10,Wound Care,Medicine,NA
York And North Yorkshire,8,Healthcare Services,3,Occupational Therapist,1,Occupational Therapy,Occupational Therapy,NA
York And North Yorkshire,8,Healthcare Services,3,Occupational Therapist,2,Rehabilitation,Rehabilitation,NA
York And North Yorkshire,8,Healthcare Services,3,Occupational Therapist,3,Mental Health,Mental Health,NA
York And North Yorkshire,8,Healthcare Services,3,Occupational Therapist,4,Healthcare,Hospitals,NA
York And North Yorkshire,8,Healthcare Services,3,Occupational Therapist,5,Sensory Integration,Healthcare,NA
York And North Yorkshire,8,Healthcare Services,3,Occupational Therapist,6,Hospitals,Healthcare Management,NA
York And North Yorkshire,8,Healthcare Services,3,Occupational Therapist,7,Inpatient Care,NA,NA
York And North Yorkshire,8,Healthcare Services,3,Occupational Therapist,8,Psychotherapy,NA,NA
York And North Yorkshire,8,Healthcare Services,3,Occupational Therapist,9,Pediatrics,NA,NA
York And North Yorkshire,8,Healthcare Services,3,Occupational Therapist,10,Traumatic Brain Injury,NA,NA
York And North Yorkshire,9,Media and Communication,1,Copywriter,1,Copywriting,Web Content Writing,NA
York And North Yorkshire,9,Media and Communication,1,Copywriter,2,Web Content Writing,Copywriting,NA
York And North Yorkshire,9,Media and Communication,1,Copywriter,3,SEO Copywriting,SEO Copywriting,NA
York And North Yorkshire,9,Media and Communication,1,Copywriter,4,Blogging,Writing,NA
York And North Yorkshire,9,Media and Communication,1,Copywriter,5,Copy Editing,Blogging,NA
York And North Yorkshire,9,Media and Communication,1,Copywriter,6,Writing,Creative Writing,NA
York And North Yorkshire,9,Media and Communication,1,Copywriter,7,Creative Writing,Search Engine Optimization (SEO),NA
York And North Yorkshire,9,Media and Communication,1,Copywriter,8,Search Engine Optimization (SEO),Editing,NA
York And North Yorkshire,9,Media and Communication,1,Copywriter,9,Proofreading,Digital Copywriting,NA
York And North Yorkshire,9,Media and Communication,1,Copywriter,10,Editing,Copy Editing,NA
York And North Yorkshire,9,Media and Communication,2,Communications Manager,1,Strategic Communications,Internal Communications,NA
York And North Yorkshire,9,Media and Communication,2,Communications Manager,2,Internal Communications,Strategic Communications,NA
York And North Yorkshire,9,Media and Communication,2,Communications Manager,3,Corporate Communications,Press Releases,NA
York And North Yorkshire,9,Media and Communication,2,Communications Manager,4,Crisis Communications,Change Management,NA
York And North Yorkshire,9,Media and Communication,2,Communications Manager,5,Media Relations,Communication,NA
York And North Yorkshire,9,Media and Communication,2,Communications Manager,6,Communications Planning,Management,NA
York And North Yorkshire,9,Media and Communication,2,Communications Manager,7,Copywriting,NA,NA
York And North Yorkshire,9,Media and Communication,2,Communications Manager,8,Press Releases,NA,NA
York And North Yorkshire,9,Media and Communication,2,Communications Manager,9,Internal & External Communications,NA,NA
York And North Yorkshire,9,Media and Communication,2,Communications Manager,10,Public Relations,NA,NA
York And North Yorkshire,9,Media and Communication,3,Editor,1,Editing,Editing,NA
York And North Yorkshire,9,Media and Communication,3,Editor,2,Copy Editing,Proofreading,NA
York And North Yorkshire,9,Media and Communication,3,Editor,3,Proofreading,Copy Editing,NA
York And North Yorkshire,9,Media and Communication,3,Editor,4,Journalism,Writing,NA
York And North Yorkshire,9,Media and Communication,3,Editor,5,Copywriting,Journalism,NA
York And North Yorkshire,9,Media and Communication,3,Editor,6,Publishing,Copywriting,NA
York And North Yorkshire,9,Media and Communication,3,Editor,7,Writing,Blogging,NA
York And North Yorkshire,9,Media and Communication,3,Editor,8,Magazines,Publishing,NA
York And North Yorkshire,9,Media and Communication,3,Editor,9,Blogging,Creative Writing,NA
York And North Yorkshire,9,Media and Communication,3,Editor,10,Online Journalism,News Writing,NA
York And North Yorkshire,9,Media and Communication,4,Content Producer,1,Video Editing,Editing,NA
York And North Yorkshire,9,Media and Communication,4,Content Producer,2,Video Production,Blogging,NA
York And North Yorkshire,9,Media and Communication,4,Content Producer,3,Adobe Premiere Pro,Video Editing,NA
York And North Yorkshire,9,Media and Communication,4,Content Producer,4,Editing,Writing,NA
York And North Yorkshire,9,Media and Communication,4,Content Producer,5,Social Media Marketing,Social Media,NA
York And North Yorkshire,9,Media and Communication,4,Content Producer,6,Social Media,Video Production,NA
York And North Yorkshire,9,Media and Communication,4,Content Producer,7,Digital Media,Digital Marketing,NA
York And North Yorkshire,9,Media and Communication,4,Content Producer,8,Adobe Photoshop,Social Media Marketing,NA
York And North Yorkshire,9,Media and Communication,4,Content Producer,9,Photography,Photography,NA
York And North Yorkshire,9,Media and Communication,4,Content Producer,10,Digital Marketing,Copywriting,NA
York And North Yorkshire,9,Media and Communication,5,Communications Associate,1,Internal Communications,Internal Communications,NA
York And North Yorkshire,9,Media and Communication,5,Communications Associate,2,Strategic Communications,Social Media,NA
York And North Yorkshire,9,Media and Communication,5,Communications Associate,3,Copywriting,Communication,NA
York And North Yorkshire,9,Media and Communication,5,Communications Associate,4,Corporate Communications,Marketing,NA
York And North Yorkshire,9,Media and Communication,5,Communications Associate,5,Press Releases,Research,NA
York And North Yorkshire,9,Media and Communication,5,Communications Associate,6,Public Relations,Microsoft PowerPoint,NA
York And North Yorkshire,9,Media and Communication,5,Communications Associate,7,Media Relations,Microsoft Office,NA
York And North Yorkshire,9,Media and Communication,5,Communications Associate,8,Social Media,Project Management,NA
York And North Yorkshire,9,Media and Communication,5,Communications Associate,9,Social Media Marketing,Leadership,NA
York And North Yorkshire,9,Media and Communication,5,Communications Associate,10,Social Media Communications,Team Leadership,NA
York And North Yorkshire,9,Media and Communication,6,Media Producer,1,Video Production,Manufacturing,NA
York And North Yorkshire,9,Media and Communication,6,Media Producer,2,Film Production,Social Media,NA
York And North Yorkshire,9,Media and Communication,6,Media Producer,3,Video Editing,Microsoft Word,NA
York And North Yorkshire,9,Media and Communication,6,Media Producer,4,Film,Leadership,NA
York And North Yorkshire,9,Media and Communication,6,Media Producer,5,Adobe Premiere Pro,Project Management,NA
York And North Yorkshire,9,Media and Communication,6,Media Producer,6,Media Production,Customer Service,NA
York And North Yorkshire,9,Media and Communication,6,Media Producer,7,Television,Management,NA
York And North Yorkshire,9,Media and Communication,6,Media Producer,8,Video Post-Production,NA,NA
York And North Yorkshire,9,Media and Communication,6,Media Producer,9,Editing,NA,NA
